"seqno","market","sales","profit","sector","emp","avgsal","avgtenure","kospi","kosdaq"
778,"kospi",73.388,4.129,"TextileCloth",148,41.072,6.01,1,0
779,"kosdaq",50.926,-6.413,"Machinary",111,41.045,3.02,0,1
780,"kosdaq",41.001,0.677,"ElecElectron",161,41.037,4.06,0,1
781,"kosdaq",136.081,0.564,"Service",150,41.02,5.04,0,1
782,"kospi",1389.653,80.671,"TextileCloth",922,41.012,4.03,1,0
783,"kospi",527.222,9.878,"NonMetal",951,41,10.04,1,0
784,"kosdaq",54.27,-2.458,"Service",257,41,6.03,0,1
785,"kospi",272.34,16.88,"Distn",80,41,9.01,1,0
786,"kospi",1524.226,102.925,"Food",4251,41,9.03,1,0
787,"kosdaq",6.52,-6.89,"ElecElectron",23,41,3.01,0,1
788,"kosdaq",44.708,3.936,"Pharm",325,41,3.04,0,1
789,"kosdaq",92.763,2.631,"Chem",24,41,5,0,1
790,"kospi",1982.801,-443.261,"ElecElectron",1021,40.997,9.03,1,0
791,"kosdaq",40.723,-11.457,"ElecElectron",275,40.982,8.08,0,1
792,"kospi",137.688,1.794,"Pharm",574,40.977,9,1,0
793,"kosdaq",502.878,27.874,"ElecElectron",217,40.943,4.07,0,1
794,"kosdaq",26.855,3.084,"ElecElectron",156,40.929,4.05,0,1
795,"kosdaq",28.675,-10.251,"ElecElectron",51,40.926,4.06,0,1
796,"kospi",173.339,19.412,"Distn",245,40.92,8.08,1,0
797,"kosdaq",55.333,3.65,"Chem",131,40.91,6.01,0,1
798,"kospi",385.03,0.316,"PaperWood",380,40.884,14,1,0
799,"kosdaq",115.766,6.444,"Machinary",236,40.875,11.01,0,1
800,"kosdaq",40.729,2.019,"Service",85,40.859,3.05,0,1
801,"kospi",196.298,-9.865,"Distn",348,40.825,8.03,1,0
802,"kosdaq",134.455,2.613,"Food",87,40.824,9.03,0,1
803,"kosdaq",118.175,12.016,"TranspEquip",385,40.799,8,0,1
804,"kosdaq",69.814,0.052,"ElecElectron",120,40.784,3.07,0,1
805,"kospi",40.455,6.493,"Service",69,40.754,1.09,1,0
806,"kosdaq",53.394,4.809,"Distn",87,40.711,4.05,0,1
807,"kospi",77.161,36.452,"Pharm",247,40.7,5.07,1,0
808,"kosdaq",3.719,-11.737,"Service",55,40.697,2.03,0,1
809,"kospi",128.067,-2.73,"ElecElectron",145,40.697,7.07,1,0
810,"kosdaq",100.681,1.042,"Service",184,40.691,5,0,1
811,"kosdaq",143.001,6.541,"PaperWood",292,40.614,,0,1
812,"kospi",48.495,-6.39,"Chem",115,40.607,13.07,1,0
813,"kospi",11.77,0.69,"ElecElectron",123,40.603,7.06,1,0
814,"kosdaq",53.692,3.228,"TranspEquip",113,40.582,3.08,0,1
815,"kospi",390.133,7.895,"Warehouse",316,40.535,6.08,1,0
816,"kosdaq",91.833,4.324,"Food",79,40.519,7.01,0,1
817,"kosdaq",32.366,3.318,"Machinary",113,40.517,3.09,0,1
818,"kosdaq",48.811,6.809,"ElecElectron",159,40.508,3.02,0,1
819,"kosdaq",44.735,1.878,"Service",95,40.484,4.07,0,1
820,"kospi",1209.785,-1.187,"Warehouse",2111,40.484,9.05,1,0
821,"kosdaq",391.463,-2.694,"Warehouse",620,40.476,5.05,0,1
822,"kosdaq",237.63,14.687,"Machinary",350,40.474,4.03,0,1
823,"kospi",1007.19,61.38,"Food",1325,40.457,10.07,1,0
824,"kospi",323.851,21.933,"Chem",551,40.437,11.05,1,0
825,"kosdaq",19.222,-0.725,"Machinary",70,40.371,3.07,0,1
826,"kospi",114.335,16.991,"Pharm",312,40.358,5.03,1,0
827,"kospi",258.435,25.515,"PaperWood",296,40.349,7.07,1,0
828,"kospi",30.183,-5.05,"Pharm",190,40.318,5.08,1,0
829,"kosdaq",76.65,1.34,"Pharm",304,40.276,5.03,0,1
830,"kosdaq",1052.311,16.16,"Food",2337,40.246,7.05,0,1
831,"kosdaq",96.71,2.033,"Machinary",439,40.239,4.07,0,1
832,"kosdaq",138.741,3.309,"TranspEquip",262,40.236,5.01,0,1
833,"kosdaq",119.878,13.063,"Machinary",272,40.228,4.07,0,1
834,"kosdaq",257.274,19.309,"ElecElectron",562,40.214,3.05,0,1
835,"kospi",105.332,7.059,"Steel",130,40.208,8.01,1,0
836,"kosdaq",84.924,-4.647,"Service",95,40.203,4.04,0,1
837,"kosdaq",47.985,3.129,"Food",47,40.191,15,0,1
838,"kosdaq",188.597,-0.392,"Steel",54,40.185,6.08,0,1
839,"kospi",152.347,0.806,"Distn",350,40.184,8.09,1,0
840,"kosdaq",15.916,-4.241,"Machinary",93,40.176,2.07,0,1
841,"kospi",122.228,-18.942,"Pharm",444,40.124,11.02,1,0
842,"kosdaq",115.147,5.123,"Food",377,40.111,6.05,0,1
843,"kospi",343.498,2.038,"TranspEquip",593,40.098,10,1,0
844,"kospi",22.315,-6.406,"Distn",53,40.091,1,1,0
845,"kosdaq",15.421,-2.286,"Distn",77,40.072,3.02,0,1
846,"kospi",5242.016,69.287,"Chem",3840,40.066,10,1,0
847,"kosdaq",402.048,9.411,"TranspEquip",904,40.037,4.02,0,1
848,"kosdaq",27.834,-5.225,"MedPrec",162,40.031,6.08,0,1
849,"kosdaq",49.026,3.256,"Service",103,40.027,6.02,0,1
850,"kosdaq",30.846,1.645,"ElecElectron",65,40.016,4.01,0,1
851,"kospi",447.202,2.824,"ElecElectron",200,40.013,10.08,1,0
852,"kosdaq",122.221,0.256,"NonMetal",79,40,8.04,0,1
853,"kospi",721.101,27.694,"Service",1013,40,6.05,1,0
854,"kospi",10.886,-16.843,"Pharm",100,39.945,2,1,0
855,"kospi",232.983,24.243,"TranspEquip",267,39.931,10.07,1,0
856,"kosdaq",20.347,0.155,"ElecElectron",14,39.93,3.01,0,1
857,"kosdaq",88.253,4.79,"Steel",236,39.922,8.01,0,1
858,"kosdaq",36.756,0.316,"Service",214,39.915,5.05,0,1
859,"kosdaq",52.729,5.131,"Machinary",113,39.914,4.02,0,1
860,"kospi",41.006,-7.729,"ElecElectron",193,39.887,7.07,1,0
861,"kosdaq",20.394,-2.28,"MedPrec",282,39.875,3.01,0,1
862,"kospi",109.184,-1.916,"Warehouse",176,39.857,11.05,1,0
863,"kosdaq",44.077,1.006,"MedPrec",185,39.847,3.07,0,1
864,"kosdaq",53.761,20.47,"Service",178,39.841,2.02,0,1
865,"kosdaq",57.858,5.276,"Chem",90,39.822,3.08,0,1
866,"kosdaq",80.905,7.739,"Service",376,39.787,8,0,1
867,"kospi",77.116,-2.106,"Distn",34,39.706,8,1,0
868,"kosdaq",188.476,9.814,"TranspEquip",524,39.688,7.09,0,1
869,"kospi",62.072,-5.071,"Distn",25,39.665,,1,0
870,"kosdaq",36.262,15.437,"Pharm",122,39.658,2.07,0,1
871,"kospi",127.384,38.634,"Distn",327,39.644,10.03,1,0
872,"kosdaq",70.454,4.437,"ElecElectron",247,39.604,8.04,0,1
873,"kospi",121.285,7.751,"Chem",115,39.6,8.06,1,0
874,"kosdaq",79.541,4.943,"Service",284,39.599,3.06,0,1
875,"kosdaq",14.01,-2.29,"ElecElectron",44,39.576,7.07,0,1
876,"kosdaq",19.147,-4.935,"MedPrec",31,39.568,4.06,0,1
877,"kosdaq",40.748,5.664,"MedPrec",89,39.562,5.05,0,1
878,"kosdaq",21.342,2.433,"Machinary",53,39.551,3.04,0,1
879,"kosdaq",61.934,8.762,"Distn",200,39.505,5.09,0,1
880,"kospi",802.653,10.634,"Food",940,39.484,7.08,1,0
881,"kospi",1552.521,73.782,"Food",3934,39.483,8.04,1,0
882,"kospi",29.093,0.205,"Service",108,39.467,3.1,1,0
883,"kospi",129.111,-14.947,"Chem",363,39.419,13,1,0
884,"kosdaq",18.614,2.17,"ElecElectron",77,39.416,6.02,0,1
885,"kospi",147.525,16.512,"Pharm",536,39.406,9.1,1,0
886,"kosdaq",44.832,-1.324,"Steel",102,39.368,4.1,0,1
887,"kospi",93.073,0.575,"Steel",85,39.362,12.07,1,0
888,"kosdaq",44.216,-26.233,"Machinary",247,39.348,3.08,0,1
889,"kosdaq",48.336,3.732,"ElecElectron",85,39.293,4.04,0,1
890,"kosdaq",119.853,6.121,"TranspEquip",287,39.271,5,0,1
891,"kospi",485.168,4.095,"PaperWood",480,39.256,5.06,1,0
892,"kosdaq",180.296,22.312,"Pharm",601,39.245,5.08,0,1
893,"kospi",101.801,7.203,"Machinary",153,39.213,3.04,1,0
894,"kosdaq",25.2,3.359,"Service",78,39.188,2.01,0,1
895,"kosdaq",52.859,-2.036,"MedPrec",270,39.184,3.03,0,1
896,"kosdaq",2.589,-15.037,"Finance",11,39.182,3.01,0,1
897,"kosdaq",69.97,-5.222,"Service",296,39.182,4.08,0,1
898,"kosdaq",84.688,4.676,"Constr",133,39.173,9.03,0,1
899,"kosdaq",77.394,4.093,"Service",172,39.155,4,0,1
900,"kosdaq",63.933,7.092,"ElecElectron",201,39.154,3.02,0,1
901,"kosdaq",43.782,4.832,"NonMetal",98,39.137,7.03,0,1
902,"kosdaq",53.969,-0.973,"ElecElectron",206,39.131,7.05,0,1
903,"kosdaq",43.207,2.674,"Service",235,39.125,3.02,0,1
904,"kosdaq",33.784,-0.5,"Service",180,39.112,5.06,0,1
905,"kospi",771.528,31.814,"Service",2668,39.099,10,1,0
906,"kospi",26.219,-25.265,"Pharm",154,39.065,4.08,1,0
907,"kospi",439.778,24.417,"ElecElectron",489,39.045,3.07,1,0
908,"kosdaq",26.714,-5.69,"Constr",28,39.033,2.07,0,1
909,"kosdaq",108.224,18.486,"Constr",561,39.013,7,0,1
910,"kospi",216.892,6.825,"TextileCloth",454,39.011,4.07,1,0
911,"kosdaq",133.895,12.016,"ElecElectron",358,39,3.06,0,1
912,"kosdaq",6.164,-3.846,"Steel",11,39,3.09,0,1
913,"kosdaq",51.789,4.532,"Steel",122,38.956,8.06,0,1
914,"kospi",31.404,1.921,"Chem",128,38.894,10.08,1,0
915,"kosdaq",21.655,-0.785,"ElecElectron",55,38.873,4.02,0,1
916,"kosdaq",55.337,3.658,"Chem",96,38.781,3,0,1
917,"kosdaq",191.828,2.046,"Distn",249,38.775,8.01,0,1
918,"kosdaq",83.208,6.505,"ElecElectron",178,38.747,3.99,0,1
919,"kosdaq",8.139,-2.95,"ElecElectron",19,38.737,1.07,0,1
920,"kosdaq",176.919,0.714,"Chem",240,38.708,4.08,0,1
921,"kosdaq",15.014,0.689,"Pharm",63,38.668,6,0,1
922,"kosdaq",60.174,2.279,"Pharm",300,38.666,7.06,0,1
923,"kosdaq",20.47,3.209,"Service",77,38.654,3.06,0,1
924,"kospi",712.1,-51.02,"Service",2088,38.64,5.08,1,0
925,"kosdaq",145.951,4.988,"Steel",168,38.633,8,0,1
926,"kosdaq",527.053,-3.4,"Steel",226,38.627,7.07,0,1
927,"kosdaq",70.35,1.303,"ElecElectron",130,38.609,3.01,0,1
928,"kosdaq",53.734,3.234,"Machinary",128,38.603,2.05,0,1
929,"kosdaq",91.421,3.498,"TextileCloth",112,38.589,2.11,0,1
930,"kosdaq",61.379,7.401,"Service",128,38.56,5.01,0,1
931,"kospi",134.816,16.795,"Pharm",661,38.56,4.06,1,0
932,"kosdaq",77.867,6.044,"Machinary",332,38.509,5,0,1
933,"kosdaq",5.561,-6.882,"Service",57,38.503,3,0,1
934,"kospi",82.029,0.303,"NonMetal",248,38.474,9.08,1,0
935,"kosdaq",109.648,-12.226,"ElecElectron",298,38.468,6.08,0,1
936,"kosdaq",62.775,5.404,"ElecElectron",267,38.464,3.02,0,1
937,"kosdaq",40.255,2.216,"Service",174,38.443,4.08,0,1
938,"kosdaq",28.061,-25.57,"PaperWood",118,38.438,7.06,0,1
939,"kosdaq",76.042,-3.144,"ElecElectron",52,38.423,4.07,0,1
940,"kosdaq",53.222,10.23,"ElecElectron",122,38.42,1.11,0,1
941,"kosdaq",209.098,-7.345,"ElecElectron",262,38.408,3.05,0,1
942,"kosdaq",30.197,0.668,"ElecElectron",96,38.396,4.01,0,1
943,"kospi",376.903,9.764,"Steel",414,38.374,8,1,0
944,"kosdaq",101.406,2.412,"TranspEquip",430,38.366,8.09,0,1
945,"kosdaq",206.396,-0.628,"Steel",287,38.339,2.08,0,1
946,"kosdaq",157.695,-0.316,"ElecElectron",246,38.332,2.08,0,1
947,"kosdaq",170.62,-4.399,"Machinary",511,38.325,3.08,0,1
948,"kosdaq",173.481,1.313,"Constr",275,38.315,,0,1
949,"kospi",119.403,12.602,"Service",471,38.306,3.03,1,0
950,"kosdaq",63.029,1.517,"Service",281,38.293,5,0,1
951,"kosdaq",54.671,5.558,"Machinary",141,38.289,3.06,0,1
952,"kospi",56.155,2.664,"Pharm",270,38.289,5.03,1,0
953,"kospi",104.686,12.476,"Machinary",456,38.267,6.05,1,0
954,"kosdaq",35.495,2.437,"Machinary",111,38.265,11.01,0,1
955,"kospi",57.794,2.249,"Service",175,38.262,4.02,1,0
956,"kosdaq",8.36,-0.856,"Steel",49,38.25,2.04,0,1
957,"kosdaq",56.572,11.95,"Pharm",328,38.244,6.06,0,1
958,"kospi",157.456,2.558,"Steel",73,38.242,8.11,1,0
959,"kosdaq",21.762,-1.365,"ElecElectron",59,38.22,7.04,0,1
960,"kospi",213.803,53.77,"Distn",292,38.203,9.03,1,0
961,"kosdaq",45.64,-5.241,"ElecElectron",150,38.203,10.05,0,1
962,"kospi",32.555,-3.058,"MedPrec",86,38.196,6.07,1,0
963,"kospi",426.258,1.434,"Warehouse",3058,38.194,14,1,0
964,"kosdaq",100.215,2.237,"Machinary",435,38.166,4.08,0,1
965,"kospi",316.301,4.106,"Distn",235,38.153,6.03,1,0
966,"kosdaq",43.889,-6.036,"PaperWood",157,38.147,3.03,0,1
967,"kosdaq",118.864,2.339,"Steel",38,38.137,4.07,0,1
968,"kosdaq",626.302,6.157,"ElecElectron",254,38.05,5,0,1
969,"kospi",161.779,10.134,"Chem",281,38.043,8.09,1,0
970,"kospi",1168.078,51.532,"Distn",3543,38.029,5,1,0
971,"kospi",146.461,2.073,"Pharm",574,38.019,6.04,1,0
972,"kosdaq",40.627,6.263,"Service",241,38.016,5.05,0,1
973,"kosdaq",6.505,0.188,"Finance",7,38,2.08,0,1
974,"kosdaq",134.266,1.512,"Machinary",216,38,4.08,0,1
975,"kospi",285.107,2.478,"Machinary",552,38,7,1,0
976,"kosdaq",65.163,8.479,"TranspEquip",277,38,4.06,0,1
977,"kospi",42.129,-1.547,"ElecElectron",153,37.994,8,1,0
978,"kosdaq",101.101,4.078,"Chem",207,37.935,7.02,0,1
979,"kosdaq",72.482,2.494,"Distn",73,37.932,5.06,0,1
980,"kosdaq",20.502,-5.265,"Machinary",41,37.927,2.02,0,1
981,"kosdaq",20.916,5.895,"ElecElectron",64,37.923,2.08,0,1
982,"kosdaq",30.029,1.882,"Chem",97,37.917,5.06,0,1
983,"kospi",14.786,2.665,"Distn",10,37.9,5,1,0
984,"kosdaq",204.481,10.329,"ElecElectron",194,37.892,2.05,0,1
985,"kospi",89.545,1.286,"Distn",92,37.848,4.05,1,0
986,"kospi",2809.98,-31.977,"Chem",1653,37.836,6.04,1,0
987,"kosdaq",26.146,2.025,"Machinary",140,37.829,5.02,0,1
988,"kospi",116.11,-4.712,"Food",370,37.792,11.06,1,0
989,"kosdaq",3.441,-34.36,"ElecElectron",60,37.738,1.08,0,1
990,"kospi",166.347,5.233,"ElecElectron",334,37.738,7.03,1,0
991,"kosdaq",142.305,12.536,"ElecElectron",322,37.736,2.09,0,1
992,"kosdaq",141.439,12.857,"ElecElectron",305,37.675,6,0,1
993,"kospi",547.093,90.329,"Steel",1002,37.672,8.08,1,0
994,"kosdaq",34.16,0.86,"Service",149,37.642,4.09,0,1
995,"kospi",158.252,12.728,"Steel",150,37.579,7.06,1,0
996,"kosdaq",70.659,6.03,"Machinary",108,37.557,2.09,0,1
997,"kospi",704.086,13.857,"Warehouse",714,37.505,5.02,1,0
998,"kospi",198.03,1.94,"Distn",195,37.489,3.01,1,0
999,"kosdaq",35.27,0.637,"ElecElectron",83,37.469,7.04,0,1
1000,"kosdaq",68.971,-3.773,"Machinary",250,37.468,6,0,1
1001,"kosdaq",18.774,0.648,"Chem",78,37.423,3.06,0,1
1002,"kosdaq",21.267,1.276,"Pharm",80,37.421,6.06,0,1
1003,"kospi",117.75,1.234,"ElecElectron",355,37.42,6.05,1,0
1004,"kosdaq",159.873,-1.364,"Distn",105,37.381,2.06,0,1
1005,"kosdaq",309.642,20.933,"ElecElectron",1071,37.379,3.01,0,1
1006,"kosdaq",6.859,-21.932,"ElecElectron",51,37.374,5.1,0,1
1007,"kosdaq",109.026,16.262,"Steel",74,37.373,6.1,0,1
1008,"kospi",214.94,-9.16,"TextileCloth",424,37.353,4.08,1,0
1009,"kospi",256.779,-54.016,"ElecElectron",718,37.348,13.05,1,0
1010,"kosdaq",46.496,4.721,"ElecElectron",137,37.343,4.02,0,1
1011,"kospi",166.841,5.696,"Food",308,37.342,7.02,1,0
1012,"kospi",409.974,-0.04,"Chem",617,37.282,6.06,1,0
1013,"kospi",149.022,7.62,"Steel",272,37.28,9.06,1,0
1014,"kosdaq",134.774,3.538,"Pharm",258,37.23,3.09,0,1
1015,"kosdaq",81.04,7.22,"ElecElectron",215,37.179,3,0,1
1016,"kospi",79.318,-1.564,"ElecElectron",179,37.132,8.06,1,0
1017,"kosdaq",232.683,16.39,"ElecElectron",283,37.113,4.02,0,1
1018,"kosdaq",9.214,14.469,"ElecElectron",283,37.113,4.02,0,1
1019,"kospi",1340.335,56.83,"Food",2731,37.081,7.05,1,0
1020,"kosdaq",416.474,22.485,"ElecElectron",454,37.05,4.05,0,1
1021,"kosdaq",92.165,2.728,"Service",240,37.028,3.06,0,1
1022,"kosdaq",12.654,3.904,"Service",71,37,13.04,0,1
1023,"kospi",194.279,0.454,"Distn",243,37,5.01,1,0
1024,"kosdaq",43.428,-10.436,"ElecElectron",165,36.995,4.07,0,1
1025,"kosdaq",61.182,4.232,"ElecElectron",68,36.99,4.03,0,1
1026,"kosdaq",30.108,-12.362,"ElecElectron",136,36.99,6.01,0,1
1027,"kosdaq",25.169,0.875,"ElecElectron",106,36.988,5.11,0,1
1028,"kosdaq",37.191,-21.281,"ElecElectron",135,36.985,3.02,0,1
1029,"kosdaq",70.108,3.279,"ElecElectron",213,36.981,5.01,0,1
1030,"kosdaq",10.058,1.946,"Service",132,36.968,3.07,0,1
1031,"kosdaq",5.978,0.743,"Service",77,36.967,3.05,0,1
1032,"kospi",108.276,3.16,"Chem",79,36.96,12,1,0
1033,"kosdaq",98.13,1.848,"Service",171,36.926,5.01,0,1
1034,"kosdaq",127.876,16.16,"Service",188,36.872,2.03,0,1
1035,"kospi",13.919,-6.45,"Distn",24,36.862,4.04,1,0
1036,"kosdaq",194.844,2.985,"TranspEquip",298,36.845,5.08,0,1
1037,"kosdaq",85.323,0.586,"TranspEquip",194,36.8,8,0,1
1038,"kospi",349.537,-52.72,"ElecElectron",604,36.778,6.09,1,0
1039,"kosdaq",202.375,5.574,"Steel",230,36.768,7,0,1
1040,"kosdaq",155.828,14.917,"Service",403,36.74,4.1,0,1
1041,"kosdaq",16.989,0.221,"Steel",63,36.723,3.03,0,1
1042,"kosdaq",630.588,24.535,"ElecElectron",1862,36.633,,0,1
1043,"kospi",73.561,7.054,"NonMetal",99,36.62,7.09,1,0
1044,"kosdaq",233.04,17.909,"Chem",250,36.618,2.06,0,1
1045,"kosdaq",82.535,8.301,"ElecElectron",242,36.616,3.08,0,1
1046,"kosdaq",100.586,-2.296,"ElecElectron",127,36.598,5.01,0,1
1047,"kosdaq",53.981,-2.918,"PaperWood",161,36.559,10.04,0,1
1048,"kosdaq",45.075,3.917,"Warehouse",51,36.549,3.07,0,1
1049,"kosdaq",203.551,13.159,"ElecElectron",173,36.549,1.07,0,1
1050,"kosdaq",104.138,-117.539,"Machinary",276,36.545,3.02,0,1
1051,"kosdaq",184.831,28.408,"Steel",534,36.542,13.03,0,1
1052,"kosdaq",36.517,0.687,"Service",240,36.538,3.03,0,1
1053,"kospi",145.921,4.61,"Steel",119,36.538,4.04,1,0
1054,"kosdaq",103.885,6.385,"Service",193,36.522,4.07,0,1
1055,"kosdaq",134.965,9.699,"Service",158,36.495,4.09,0,1
1056,"kospi",132.796,9.385,"PaperWood",176,36.482,8.05,1,0
1057,"kosdaq",85.361,3.067,"ElecElectron",242,36.446,4.08,0,1
1058,"kosdaq",226.688,48.18,"Service",661,36.417,3.07,0,1
1059,"kosdaq",39.667,1.853,"ElecElectron",149,36.368,6,0,1
1060,"kosdaq",101.17,1.646,"ElecElectron",233,36.365,5.09,0,1
1061,"kosdaq",43.9,1.504,"Pharm",247,36.361,7.09,0,1
1062,"kospi",195.987,1.166,"TranspEquip",549,36.288,10.08,1,0
1063,"kospi",55.617,1.286,"Distn",68,36.249,15.08,1,0
1064,"kospi",29.684,1.234,"NonMetal",44,36.241,20.1,1,0
1065,"kospi",126.234,8.709,"NonMetal",308,36.227,9.03,1,0
1066,"kospi",55.18,3.333,"Machinary",112,36.223,6.02,1,0
1067,"kosdaq",38.482,5.738,"Service",213,36.165,4.03,0,1
1068,"kosdaq",61.215,7.02,"ElecElectron",247,36.117,,0,1
1069,"kosdaq",21.124,0.564,"Service",35,36.109,5.08,0,1
1070,"kosdaq",19.878,-9.318,"Machinary",43,36.092,4.07,0,1
1071,"kosdaq",13.809,-0.931,"MedPrec",70,36.027,4.05,0,1
1072,"kosdaq",305.74,7.847,"Distn",519,36.024,5,0,1
1073,"kospi",54.365,-0.225,"ElecElectron",168,36.023,7.02,1,0
1074,"kosdaq",112.283,2.381,"Machinary",239,36.003,3.04,0,1
1075,"kosdaq",62.642,6.586,"Machinary",117,36,5,0,1
1076,"kospi",154.935,-27.74,"Machinary",218,36,7.08,1,0
1077,"kospi",39.558,0.816,"Distn",75,36,10.04,1,0
1078,"kosdaq",253.307,8.014,"ElecElectron",321,36,5.02,0,1
1079,"kosdaq",88.608,6.912,"ElecElectron",324,36,6.04,0,1
1080,"kospi",79.77,9.688,"Constr",134,35.993,9.05,1,0
1081,"kospi",64.745,5.126,"Machinary",89,35.966,7.08,1,0
1082,"kospi",141.654,-5.932,"Machinary",358,35.953,10,1,0
1083,"kosdaq",13.892,2.444,"ElecElectron",138,35.946,2.01,0,1
1084,"kospi",134.524,-0.731,"Steel",110,35.9,7.02,1,0
1085,"kosdaq",198.323,-4.006,"Steel",65,35.897,5.07,0,1
1086,"kosdaq",78.103,4.536,"Service",92,35.848,4.03,0,1
1087,"kosdaq",11.522,0.35,"ElecElectron",43,35.796,1.08,0,1
1088,"kosdaq",65.154,1.152,"ElecElectron",234,35.795,3.05,0,1
1089,"kosdaq",67.996,5.102,"TranspEquip",76,35.763,3.04,0,1
1090,"kosdaq",14.053,0.021,"ElecElectron",77,35.751,5.07,0,1
1091,"kospi",234.219,12.342,"PaperWood",300,35.727,6.09,1,0
1092,"kosdaq",95.032,15.512,"Service",165,35.685,2.08,0,1
1093,"kosdaq",340.055,7.327,"Service",418,35.675,4,0,1
1094,"kosdaq",4.516,-1.316,"Machinary",57,35.671,3,0,1
1095,"kosdaq",79.596,3.163,"ElecElectron",153,35.654,4.03,0,1
1096,"kospi",100.101,-3.872,"NonMetal",638,35.641,11,1,0
1097,"kosdaq",49.095,2.038,"Service",283,35.639,2.01,0,1
1098,"kosdaq",45.167,0.11,"ElecElectron",177,35.638,2.08,0,1
1099,"kosdaq",52.997,15.475,"Service",248,35.61,2.06,0,1
1100,"kospi",131.225,2.156,"Steel",208,35.606,10.05,1,0
1101,"kospi",103.271,3.375,"Others",79,35.598,9.07,1,0
1102,"kosdaq",74.367,3.054,"ElecElectron",259,35.587,3.1,0,1
1103,"kosdaq",151.434,17.013,"MedPrec",895,35.584,4.03,0,1
1104,"kosdaq",32.091,4.924,"Service",403,35.572,2.06,0,1
1105,"kosdaq",309.863,15.87,"ElecElectron",197,35.563,9.07,0,1
1106,"kosdaq",199.94,-0.701,"Distn",157,35.544,3.09,0,1
1107,"kosdaq",68.596,6.625,"ElecElectron",65,35.538,6,0,1
1108,"kosdaq",43.891,-3.867,"ElecElectron",135,35.441,7.02,0,1
1109,"kosdaq",136.767,2.832,"TextileCloth",486,35.431,6.02,0,1
1110,"kosdaq",33.025,-2.276,"Service",152,35.423,1.02,0,1
1111,"kosdaq",104.933,4.079,"ElecElectron",288,35.41,5.07,0,1
1112,"kosdaq",8.998,-8.501,"Service",28,35.406,4.02,0,1
1113,"kosdaq",31.612,4.46,"Machinary",96,35.392,4.05,0,1
1114,"kosdaq",353.322,12.516,"ElecElectron",343,35.387,3.05,0,1
1115,"kosdaq",27.789,2.938,"ElecElectron",146,35.385,3.05,0,1
1116,"kospi",152.872,8.719,"Machinary",449,35.327,4.1,1,0
1117,"kosdaq",225.052,5.29,"Distn",238,35.314,3.02,0,1
1118,"kospi",244.355,-8.346,"Steel",148,35.302,7.07,1,0
1119,"kosdaq",59,3.576,"Chem",162,35.302,6.05,0,1
1120,"kosdaq",32.302,3.508,"ElecElectron",80,35.3,3.02,0,1
1121,"kosdaq",50.467,4.502,"TextileCloth",126,35.27,7,0,1
1122,"kosdaq",38.096,3.43,"TranspEquip",145,35.267,4.06,0,1
1123,"kosdaq",48.519,4.34,"Service",167,35.251,8,0,1
1124,"kosdaq",35.532,-3.789,"Distn",93,35.246,3,0,1
1125,"kospi",173.471,-4.805,"TextileCloth",297,35.198,3.08,1,0
1126,"kosdaq",165.991,-1.686,"TextileCloth",212,35.196,4.03,0,1
1127,"kosdaq",39.911,4.441,"Pharm",291,35.179,3.08,0,1
1128,"kosdaq",88.319,6.612,"ElecElectron",166,35.173,6.08,0,1
1129,"kosdaq",43.618,0.936,"ElecElectron",224,35.134,8.09,0,1
1130,"kosdaq",33.073,5.327,"Chem",70,35.13,5.05,0,1
1131,"kosdaq",51.221,0.989,"Chem",154,35.097,6.09,0,1
1132,"kosdaq",510.03,-34.143,"ElecElectron",544,35.07,5.01,0,1
1133,"kosdaq",17.376,0.925,"Service",50,35.069,3,0,1
1134,"kosdaq",17.34,-4.78,"PaperWood",76,35.066,5.05,0,1
1135,"kosdaq",86.997,3.892,"Machinary",253,35,4.02,0,1
1136,"kosdaq",177.391,1.355,"Distn",65,35,4.07,0,1
1137,"kosdaq",23.243,4.326,"MedPrec",133,35,4,0,1
1138,"kospi",33.767,-28.756,"MedPrec",123,35,6.02,1,0
1139,"kospi",15.52,-4.498,"Machinary",37,34.992,5.07,1,0
1140,"kosdaq",44.214,1.478,"Chem",115,34.979,12.06,0,1
1141,"kosdaq",3.62,-18.117,"ElecElectron",14,34.953,1.09,0,1
1142,"kosdaq",137.711,-8.909,"ElecElectron",344,34.936,2.09,0,1
1143,"kosdaq",46.929,1.033,"PaperWood",130,34.935,5.08,0,1
1144,"kospi",39.467,-6.929,"Distn",132,34.928,2.02,1,0
1145,"kospi",39,-5.608,"ElecElectron",154,34.912,8.07,1,0
1146,"kosdaq",95.564,0.484,"TranspEquip",313,34.904,10.02,0,1
1147,"kosdaq",13.167,-21.233,"ElecElectron",55,34.891,6.08,0,1
1148,"kospi",93.266,6.855,"Chem",395,34.889,4.04,1,0
1149,"kospi",184.847,0.48,"Distn",167,34.877,4.04,1,0
1150,"kosdaq",51.714,-0.157,"PaperWood",288,34.859,3.09,0,1
1151,"kosdaq",33.685,3.548,"TranspEquip",104,34.852,4.01,0,1
1152,"kospi",9.911,-2.458,"Service",27,34.85,10.05,1,0
1153,"kospi",250.921,2.871,"Service",3929,34.829,5.08,1,0
1154,"kospi",70.088,-87.659,"Constr",77,34.79,5,1,0
1155,"kospi",227.069,9.631,"Food",551,34.777,6,1,0
1156,"kospi",44.577,1.449,"TranspEquip",77,34.767,9.02,1,0
